,tweet,sentiment
408,the opal dragon book the dragon ali have woven his murder way from the philippines to australia,2
409,what happens if it be not locate,0
410,a phone call or email when you cancelled flight a flight would be lovely,0
411,please thank melie at cae tammy in baggage claim at clt 4 excellent customer service 2day but i have a complaint,4
412,this mean within one week i will have file 2 compensation complaint to your website,0
413,thanks for your help get me what i need but it an issue with i guess i sit awhile longer,4
414,you airline be do rather poor right now in slc wait to take off was suppose to take off now 2 hour and 3 minute ago !,0
415,three hour on hold then disconnect conf ebhset need to be home sunday for interview,0
416,what 's up with flight 5545 no gate agent or plane at phx b18 ? nice customer service,0
417,unfortunately have a bad ee_teaseerience fly with you on saturday inpolite crew bad delay,0
418,us 728 state their issue a plane not move a cargo door open on plane um ok. a little strange,0
419,thanks for try to take my money without notice in any other industry you cancelled flight a service a refund be issue cont…,0
420,ca not leave the tarmac united 's gate agent can not agree on a head count 20 min now counting a 100 people max epicfailunited,0
421,flight be delayed 5 hour no reason give sure love fly with your airline whatajoke,0
422,our vacation 's go to be ruin w/ 3 day of rain the change fee for 2 of u be nearly cost of original flight can you help ?,2
423,any way you can help with entry to vegas event ? my boyfriend amp i have be fan since 2009 they be awesome !,2
424,just when i thought you guy be do mess up you make it bad your airline ruin hope and dream,0
425,board flight 2334 at 8:30am now 11:40 still sit on runway lots o fun,0
426,i wait on hold for too long i should not have to wait on hold forever when i never receive a confirm in the 1st place help,0
427,i interviewed yesterday a a flight attendant i be the last person the recruiter say they lose my file n come back to interview me,0
428,item not mine mysteriously end up in my checked bag after a ewr to yow flight missing a black box ?,0
429,thank you been try for two day to set this up,4
430,your wifi be shit fix that up before i jump out of the closest bloody fuck emergency exit,0
431,to jump into the dalas-austin market,2
432,i do not have a conference number i spoke with courtney in texas and david before that they finally fix mine after an hour,0
433,why do not anyone make a well effort to retain customer it should be an easy fix i just want to travel aa,0
434,the premier desk be able to rebok me with our friend at only problem be now i have to pay for a checked bag,0
435,“ our fleet 's on flek smh,2
436,you guy held our flight 330 ! thank you ! about to take off from mdw now to oakland thanks,4
437,flight 211/ord gate agent try to prevent me from take onboard a bag i 've use for 15 year ! flight crew be more reasonable !,0
438,thank you !,4
439,success make flight please thank the crew of 556 great time recovery,4
440,have you consider add the `` we 'l call you back when we have someone free '' feature to your support line ?,0
441,vegas i be there 5 day ago miss the warm weather,2
442,unsmiling rep. told u hotel shuttle come `` like every 15 minute '' breezy 30 min late flightr we 're take a cab you go to reimburse ?,0
443,can i send you my trust traveler id to add to my reservation for tsa pre ?,2
444,thank you i know it 's a busy for you today but any help would be appreciate,2
445,still wait for bag from flight 26 it land an hour ago,0
446,1st a reacomodation now a delayed flight for this one amp the gate agent still have not mumble a word folks get anxious,0
447,dude name shaquile at the desk in charlotte be incredibly professional and helpful vs. some crazy angry people tonight,4
448,kudos for add passbook to your ap ! i love it !,4
449,be bad ? oh you ca not ! delayed with no reason on the way to lon flight cancelled flighted with no reason less than 2 day before return,0
450,i find it funny that responds but you do not your customer service be the bad wedontcarebecauseyoupaidalready,0
451,wtf stuck at jfk for 2+ hr in a delay to boston cuz u say snow no snow on weather map ! wtf !,0
452,thank you will do ! you guy be awesome !,4
453,there be a fat man stuck in your airplane bathroom,0
454,sorry i meant flight 4420 which be suppose to depart at 5:00 now say 6:30 what be the issue ?,0
455,i have receive one previously on the 11th have checked odd a you say there be no complaint associate with my e-mail ?,0
456,be definitely my new favorite airline,4
457,reboked arrive 8 hour late flightr last year 9 hr to san diego and the no inflight entertainment !,0
458,although it be not totally the answer i be look for i appreciate the prompt response,4
459,i can easily get to the atlanta show i just need ticket help ? !,2
460,whatever your lil mint heart desire !,2
461,message and pic sent,2
462,thanks !,2
463,`` airport snow removal method 22. `` keep up the good work folk this be where cesna 's become 747 's !,4
464,you have the ability to switch my flight to but you can not tell me where my bag be,0
465,make it to the bahamas for work but my luggage do not i know travel happens but be there anyway i can get more help/info ?,0
466,i will never fly u airway or american again and i will share this nightmare of a story to all the many others we know who fly,0
467,delayed 7 hr flight 5721 pit/iad finally board the plane sit half hour amp crew be at their hr limit amp we deplane unacceptable,0
468,been on hold over 90 minute you can fly but not answer the phone ?,0
469,aa 2258 why have you cancelled flightled our flight without courtesy of notify u or alternative ? very poor,0
470,2nd time this occur in 3 week i 'm not patient i have no choice antitrust issue,0
471,be on hold to rebok a flight to cmh for 1.5 hr your rebok website be crashed,0
472,yes fyi my bff,2
473,what 's the delay if the system be not down ?,0
474,i 'm try to check into my 10:50am ct flight tm on the desktop website and it 's not work some sort of cache bug sos,0
475,your beautiful front-end design be down right now but it be cool to still book my ticket b/c all your back-end be secure,4
